;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Period;;;Minimum bid rate in the Eurosystem's main refinancing operations (1);Japan: uncollateralized overnight call rate (2);Sweden: repo rate;;United Kingdom: repo rate;;US fed funds target rate
;;18;1,50;0,30;2,00;;0,50;;0,25
;;17;1,50;0,30;2,00;;0,50;;0,25
;;14;1,50;0,30;2,00;;0,50;;0,25
;;13;1,50;0,30;2,00;;0,50;;0,25
;;12;1,50;0,30;2,00;;0,50;;0,25
;;11;1,50;0,30;2,00;;0,50;;0,25
;;10;1,50;;2,00;;0,50;;0,25
;;7;1,50;0,30;2,00;;0,50;;0,25
;;6;1,50;0,30;2,00;;0,50;;0,25
;;5;1,50;0,30;2,00;;0,50;;0,25
;;4;1,50;0,30;2,00;;0,50;;0,25
;;3;1,50;0,30;2,00;;0,50;;0,25
;;;1,50;0,30;2,00;;0,50;;0,25
;Sep;30;1,50;0,30;2,00;;0,50;;0,25
;;29;1,50;0,30;2,00;;0,50;;0,25
;;28;1,50;0,30;2,00;;0,50;;0,25
;;27;1,50;0,30;2,00;;0,50;;0,25
;;26;1,50;0,30;2,00;;0,50;;0,25
;;23;1,50;;2,00;;0,50;;0,25
;;22;1,50;0,30;2,00;;0,50;;0,25
;;21;1,50;0,30;2,00;;0,50;;0,25
;;20;1,50;0,30;2,00;;0,50;;0,25
;;19;1,50;;2,00;;0,50;;0,25
;;16;1,50;0,30;2,00;;0,50;;0,25
;;15;1,50;0,30;2,00;;0,50;;0,25
;;14;1,50;0,30;2,00;;0,50;;0,25
;;13;1,50;0,30;2,00;;0,50;;0,25
;;12;1,50;0,30;2,00;;0,50;;0,25
;;9;1,50;0,30;2,00;;0,50;;0,25
;;8;1,50;0,30;2,00;;0,50;;0,25
;;7;1,50;0,30;2,00;;0,50;;0,25
;;6;1,50;0,30;;;;;0,25
;;5;1,50;0,30;2,00;;0,50;;
;;2;1,50;0,30;2,00;;0,50;;0,25
;;1;1,50;0,30;2,00;;0,50;;0,25
;;;1,50;0,30;2,00;;0,50;;0,25
;Aug;31;1,50;0,30;2,00;;0,50;;0,25
;;30;1,50;0,30;2,00;;0,50;;0,25
;;29;1,50;0,30;2,00;;;;0,25
;;26;1,50;0,30;2,00;;0,50;;0,25
;;25;1,50;0,30;2,00;;0,50;;0,25
;;24;1,50;0,30;2,00;;0,50;;0,25
;;23;1,50;0,30;2,00;;0,50;;0,25
;;22;1,50;0,30;2,00;;0,50;;0,25
;;19;1,50;0,30;2,00;;0,50;;0,25
;;18;1,50;0,30;2,00;;0,50;;0,25
;;17;1,50;0,30;2,00;;0,50;;0,25
;;16;1,50;0,30;2,00;;0,50;;0,25
;;15;1,50;0,30;2,00;;0,50;;0,25
;;12;1,50;0,30;2,00;;0,50;;0,25
;;11;1,50;0,30;2,00;;0,50;;0,25
;;10;1,50;0,30;2,00;;0,50;;0,25
;;9;1,50;0,30;2,00;;0,50;;0,25
;;8;1,50;0,30;2,00;;0,50;;0,25
;;5;1,50;0,30;2,00;;0,50;;0,25
;;4;1,50;0,30;2,00;;0,50;;0,25
;;3;1,50;0,30;2,00;;0,50;;0,25
;;2;1,50;0,30;2,00;;0,50;;0,25
;;1;1,50;0,30;2,00;;0,50;;0,25
;;;1,50;0,30;2,00;;0,50;;0,25
;Jul;29;1,50;0,30;2,00;;0,50;;0,25
;;28;1,50;0,30;2,00;;0,50;;0,25
;;27;1,50;0,30;2,00;;0,50;;0,25
;;26;1,50;0,30;2,00;;0,50;;0,25
;;25;1,50;0,30;2,00;;0,50;;0,25
;;22;1,50;0,30;2,00;;0,50;;0,25
;;21;1,50;0,30;2,00;;0,50;;0,25
;;20;1,50;0,30;2,00;;0,50;;0,25
;;19;1,50;0,30;2,00;;0,50;;0,25
;;18;1,50;;2,00;;0,50;;0,25
;;15;1,50;0,30;2,00;;0,50;;0,25
;;14;1,50;0,30;2,00;;0,50;;0,25
;;13;1,50;0,30;2,00;;0,50;;0,25
;;12;1,25;0,30;2,00;;0,50;;0,25
;;11;1,25;0,30;2,00;;0,50;;0,25
;;8;1,25;0,30;2,00;;0,50;;0,25
;;7;1,25;0,30;2,00;;0,50;;0,25
;;6;1,25;0,30;2,00;;0,50;;0,25
;;5;1,25;0,30;2,00;;0,50;;0,25
;;4;1,25;0,30;1,75;;0,50;;
;;1;1,25;0,30;1,75;;0,50;;0,25
;;;1,50;0,30;2,00;;0,50;;0,25
;Jun;30;1,25;0,30;1,75;;0,50;;0,25
;;29;1,25;0,30;1,75;;0,50;;0,25
;;28;1,25;0,30;1,75;;0,50;;0,25
;;27;1,25;0,30;1,75;;0,50;;0,25
;;24;1,25;0,30;1,75;;0,50;;0,25
;;23;1,25;0,30;1,75;;0,50;;0,25
;;22;1,25;0,30;1,75;;0,50;;0,25
;;21;1,25;0,30;1,75;;0,50;;0,25
;;20;1,25;0,30;1,75;;0,50;;0,25
;;17;1,25;0,30;1,75;;0,50;;0,25
;;16;1,25;0,30;1,75;;0,50;;0,25
;;15;1,25;0,30;1,75;;0,50;;0,25
;;14;1,25;0,30;1,75;;0,50;;0,25
;;13;1,25;0,30;1,75;;0,50;;0,25
;;10;1,25;0,30;1,75;;0,50;;0,25
;;9;1,25;0,30;1,75;;0,50;;0,25
;;8;1,25;0,30;1,75;;0,50;;0,25
;;7;1,25;0,30;1,75;;0,50;;0,25
;;6;1,25;0,30;1,75;;0,50;;0,25
;;3;1,25;0,30;1,75;;0,50;;0,25
;;2;1,25;0,30;1,75;;0,50;;0,25
;;1;1,25;0,30;1,75;;0,50;;0,25
;;;1,25;0,30;1,75;;0,50;;0,25
;May;31;1,25;0,30;1,75;;0,50;;0,25
;;30;1,25;0,30;1,75;;0,50;;
;;27;1,25;0,30;1,75;;0,50;;0,25
;;26;1,25;0,30;1,75;;0,50;;0,25
;;25;1,25;0,30;1,75;;0,50;;0,25
;;24;1,25;0,30;1,75;;0,50;;0,25
;;23;1,25;0,30;1,75;;0,50;;0,25
;;20;1,25;0,30;1,75;;0,50;;0,25
;;19;1,25;0,30;1,75;;0,50;;0,25
;;18;1,25;0,30;1,75;;0,50;;0,25
;;17;1,25;0,30;1,75;;0,50;;0,25
;;16;1,25;0,30;1,75;;0,50;;0,25
;;13;1,25;0,30;1,75;;0,50;;0,25
;;12;1,25;0,30;1,75;;0,50;;0,25
;;11;1,25;0,30;1,75;;0,50;;0,25
;;10;1,25;0,30;1,75;;0,50;;0,25
;;9;1,25;0,30;1,75;;0,50;;0,25
;;6;1,25;0,30;1,75;;0,50;;0,25
;;5;1,25;;1,75;;0,50;;0,25
;;4;1,25;;1,75;;0,50;;0,25
;;3;1,25;;1,75;;0,50;;0,25
;;2;1,25;0,30;1,75;;0,50;;0,25
;;;1,25;0,30;1,75;;0,50;;0,25
;Apr;29;1,25;;1,75;;;;0,25
;;28;1,25;0,30;1,75;;0,50;;0,25
;;27;1,25;0,30;1,75;;0,50;;0,25
;;26;1,25;0,30;1,50;;0,50;;0,25
;;25;;0,30;;;;;0,25
;;22;;0,30;;;;;
;;21;1,25;0,30;1,50;;0,50;;0,25
;;20;1,25;0,30;1,50;;0,50;;0,25
;;19;1,25;0,30;1,50;;0,50;;0,25
;;18;1,25;0,30;1,50;;0,50;;0,25
;;15;1,25;0,30;1,50;;0,50;;0,25
;;14;1,25;0,30;1,50;;0,50;;0,25
;;13;1,25;0,30;1,50;;0,50;;0,25
;;12;1,00;0,30;1,50;;0,50;;0,25
;;11;1,00;0,30;1,50;;0,50;;0,25
;;8;1,00;0,30;1,50;;0,50;;0,25
;;7;1,00;0,30;1,50;;0,50;;0,25
;;6;1,00;0,30;1,50;;0,50;;0,25
;;5;1,00;0,30;1,50;;0,50;;0,25
;;4;1,00;0,30;1,50;;0,50;;0,25
;;1;1,00;0,30;1,50;;0,50;;0,25
;;;1,25;0,30;1,75;;0,50;;0,25
;Mar;31;1,00;0,30;1,50;;0,50;;0,25
;;30;1,00;0,30;1,50;;0,50;;0,25
;;29;1,00;0,30;1,50;;0,50;;0,25
;;28;1,00;0,30;1,50;;0,50;;0,25
;;25;1,00;0,30;1,50;;0,50;;0,25
;;24;1,00;0,30;1,50;;0,50;;0,25
;;23;1,00;0,30;1,50;;0,50;;0,25
;;22;1,00;0,30;1,50;;0,50;;0,25
;;21;1,00;;1,50;;0,50;;0,25
;;18;1,00;0,30;1,50;;0,50;;0,25
;;17;1,00;0,30;1,50;;0,50;;0,25
;;16;1,00;0,30;1,50;;0,50;;0,25
;;15;1,00;0,30;1,50;;0,50;;0,25
;;14;1,00;0,30;1,50;;0,50;;0,25
;;11;1,00;0,30;1,50;;0,50;;0,25
;;10;1,00;0,30;1,50;;0,50;;0,25
;;9;1,00;0,30;1,50;;0,50;;0,25
;;8;1,00;0,30;1,50;;0,50;;0,25
;;7;1,00;0,30;1,50;;0,50;;0,25
;;4;1,00;0,30;1,50;;0,50;;0,25
;;3;1,00;0,30;1,50;;0,50;;0,25
;;2;1,00;0,30;1,50;;0,50;;0,25
;;1;1,00;0,30;1,50;;0,50;;0,25
;;;1,00;0,30;1,50;;0,50;;0,25
;Feb;28;1,00;0,30;1,50;;0,50;;0,25
;;25;1,00;0,30;1,50;;0,50;;0,25
;;24;1,00;0,30;1,50;;0,50;;0,25
;;23;1,00;0,30;1,50;;0,50;;0,25
;;22;1,00;0,30;1,50;;0,50;;0,25
;;21;1,00;0,30;1,50;;0,50;;
;;18;1,00;0,30;1,50;;0,50;;0,25
;;17;1,00;0,30;1,50;;0,50;;0,25
;;16;1,00;0,30;1,50;;0,50;;0,25
;;15;1,00;0,30;1,25;;0,50;;0,25
;;14;1,00;0,30;1,25;;0,50;;0,25
;;11;1,00;;1,25;;0,50;;0,25
;;10;1,00;0,30;1,25;;0,50;;0,25
;;9;1,00;0,30;1,25;;0,50;;0,25
;;8;1,00;0,30;1,25;;0,50;;0,25
;;7;1,00;0,30;1,25;;0,50;;0,25
;;4;1,00;0,30;1,25;;0,50;;0,25
;;3;1,00;0,30;1,25;;0,50;;0,25
;;2;1,00;0,30;1,25;;0,50;;0,25
;;1;1,00;0,30;1,25;;0,50;;0,25
;;;1,00;0,30;1,50;;0,50;;0,25
;Jan;31;1,00;0,30;1,25;;0,50;;0,25
;;28;1,00;0,30;1,25;;0,50;;0,25
;;27;1,00;0,30;1,25;;0,50;;0,25
;;26;1,00;0,30;1,25;;0,50;;0,25
;;25;1,00;0,30;1,25;;0,50;;0,25
;;24;1,00;0,30;1,25;;0,50;;0,25
;;21;1,00;0,30;1,25;;0,50;;0,25
;;20;1,00;0,30;1,25;;0,50;;0,25
;;19;1,00;0,30;1,25;;0,50;;0,25
;;18;1,00;0,30;1,25;;0,50;;0,25
;;17;1,00;0,30;1,25;;0,50;;
;;14;1,00;0,30;1,25;;0,50;;0,25
;;13;1,00;0,30;1,25;;0,50;;0,25
;;12;1,00;0,30;1,25;;0,50;;0,25
;;11;1,00;0,30;1,25;;0,50;;0,25
;;10;1,00;;1,25;;0,50;;0,25
;;7;1,00;0,30;1,25;;0,50;;0,25
;;6;1,00;0,30;1,25;;0,50;;0,25
;;5;1,00;0,30;1,25;;0,50;;0,25
;;4;1,00;0,30;1,25;;0,50;;0,25
;;3;1,00;;1,25;;0,50;;0,25
;;;1,00;0,30;1,25;;0,50;;0,25
2010;Dec;31;1,00;;1,25;;0,50;;0,25
;;30;1,00;0,30;1,25;;0,50;;0,25
;;29;1,00;0,30;1,25;;0,50;;0,25
;;28;1,00;0,30;1,25;;0,50;;0,25
;;27;1,00;0,30;1,25;;0,50;;0,25
;;24;1,00;0,30;1,25;;0,50;;0,25
;;23;1,00;;1,25;;0,50;;0,25
;;22;1,00;0,30;1,25;;0,50;;0,25
;;21;1,00;0,30;1,00;;0,50;;0,25
;;20;1,00;0,30;1,00;;0,50;;0,25
;;17;1,00;0,30;1,00;;0,50;;0,25
;;16;1,00;0,30;1,00;;0,50;;0,25
;;15;1,00;0,30;1,00;;0,50;;0,25
;;14;1,00;0,30;1,00;;0,50;;0,25
;;13;1,00;0,30;1,00;;0,50;;0,25
;;10;1,00;0,30;1,00;;0,50;;0,25
;;9;1,00;0,30;1,00;;0,50;;0,25
;;8;1,00;0,30;1,00;;0,50;;0,25
;;7;1,00;0,30;1,00;;0,50;;0,25
;;6;1,00;0,30;1,00;;0,50;;0,25
;;3;1,00;0,30;1,00;;0,50;;0,25
;;2;1,00;0,30;1,00;;0,50;;0,25
;;1;1,00;0,30;1,00;;0,50;;0,25
;;;1,00;0,30;1,25;;0,50;;0,25
;Nov;30;1,00;0,30;1,00;;0,50;;0,25
;;29;1,00;0,30;1,00;;0,50;;0,25
;;26;1,00;0,30;1,00;;0,50;;0,25
;;25;1,00;0,30;1,00;;0,50;;
;;24;1,00;0,30;1,00;;0,50;;0,25
;;23;1,00;;1,00;;0,50;;0,25
;;22;1,00;0,30;1,00;;0,50;;0,25
;;19;1,00;0,30;1,00;;0,50;;0,25
;;18;1,00;0,30;1,00;;0,50;;0,25
;;17;1,00;0,30;1,00;;0,50;;0,25
;;16;1,00;0,30;1,00;;0,50;;0,25
;;15;1,00;0,30;1,00;;0,50;;0,25
;;12;1,00;0,30;1,00;;0,50;;0,25
;;11;1,00;0,30;1,00;;0,50;;0,25
;;10;1,00;0,30;1,00;;0,50;;0,25
;;9;1,00;0,30;1,00;;0,50;;0,25
;;8;1,00;0,30;1,00;;0,50;;0,25
;;5;1,00;0,30;1,00;;0,50;;0,25
;;4;1,00;0,30;1,00;;0,50;;0,25
;;3;1,00;;1,00;;0,50;;0,25
;;2;1,00;0,30;1,00;;0,50;;0,25
;;1;1,00;0,30;1,00;;0,50;;0,25
;;;1,00;0,30;1,00;;0,50;;0,25
;Oct;29;1,00;0,30;1,00;;0,50;;0,25
;;28;1,00;0,30;1,00;;0,50;;0,25
;;27;1,00;0,30;1,00;;0,50;;0,25
;;26;1,00;0,30;0,75;;0,50;;0,25
;;25;1,00;0,30;0,75;;0,50;;0,25
;;22;1,00;0,30;0,75;;0,50;;0,25
;;21;1,00;0,30;0,75;;0,50;;0,25
;;20;1,00;0,30;0,75;;0,50;;0,25
;;19;1,00;0,30;0,75;;0,50;;0,25
;;18;1,00;0,30;0,75;;0,50;;0,25
;;15;1,00;0,30;0,75;;0,50;;0,25
;;14;1,00;0,30;0,75;;0,50;;0,25
;;13;1,00;0,30;0,75;;0,50;;0,25
;;12;1,00;0,30;0,75;;0,50;;0,25
;;11;1,00;;0,75;;0,50;;0,25
;;8;1,00;0,30;0,75;;0,50;;0,25
;;7;1,00;0,30;0,75;;0,50;;0,25
;;6;1,00;0,30;0,75;;0,50;;0,25
;;5;1,00;0,30;0,75;;0,50;;0,25
;;4;1,00;0,30;0,75;;0,50;;0,25
;;1;1,00;0,30;0,75;;0,50;;0,25
;;;1,00;0,30;1,00;;0,50;;0,25
;Sep;30;1,00;0,30;0,75;;0,50;;0,25
;;29;1,00;0,30;0,75;;0,50;;0,25
;;28;1,00;0,30;0,75;;0,50;;0,25
;;27;1,00;0,30;0,75;;0,50;;0,25
;;24;1,00;0,30;0,75;;0,50;;0,25
;;23;1,00;;0,75;;0,50;;0,25
;;22;1,00;0,30;0,75;;0,50;;0,25
;;21;1,00;0,30;0,75;;0,50;;0,25
;;20;1,00;;0,75;;0,50;;0,25
;;17;1,00;0,30;0,75;;0,50;;0,25
;;16;1,00;0,30;0,75;;0,50;;0,25
;;15;1,00;0,30;0,75;;0,50;;0,25
;;14;1,00;0,30;0,75;;0,50;;0,25
;;13;1,00;0,30;0,75;;0,50;;0,25
;;10;1,00;0,30;0,75;;0,50;;0,25
;;9;1,00;0,30;0,75;;0,50;;0,25
;;8;1,00;0,30;0,75;;0,50;;0,25
;;7;1,00;0,30;0,50;;0,50;;0,25
;;6;1,00;0,30;0,50;;0,50;;
;;3;1,00;0,30;0,50;;0,50;;0,25
;;2;1,00;0,30;0,50;;0,50;;0,25
;;1;1,00;0,30;0,50;;0,50;;0,25
;;;1,00;0,30;0,75;;0,50;;0,25
;Aug;31;1,00;0,30;0,50;;0,50;;0,25
;;30;1,00;0,30;0,50;;0,50;;0,25
;;27;1,00;0,30;0,50;;0,50;;0,25
;;26;1,00;0,30;0,50;;0,50;;0,25
;;25;1,00;0,30;0,50;;0,50;;0,25
;;24;1,00;0,30;0,50;;0,50;;0,25
;;23;1,00;0,30;0,50;;0,50;;0,25
;;20;1,00;0,30;0,50;;0,50;;0,25
;;19;1,00;0,30;0,50;;0,50;;0,25
;;18;1,00;0,30;0,50;;0,50;;0,25
;;17;1,00;0,30;0,50;;0,50;;0,25
;;16;1,00;0,30;0,50;;0,50;;0,25
;;13;1,00;0,30;0,50;;0,50;;0,25
;;12;1,00;0,30;0,50;;0,50;;0,25
;;11;1,00;0,30;0,50;;0,50;;0,25
;;10;1,00;0,30;0,50;;0,50;;0,25
;;9;1,00;0,30;0,50;;0,50;;0,25
;;6;1,00;0,30;0,50;;0,50;;0,25
;;5;1,00;0,30;0,50;;0,50;;0,25
;;4;1,00;0,30;0,50;;0,50;;0,25
;;3;1,00;0,30;0,50;;0,50;;0,25
;;2;1,00;0,30;0,50;;0,50;;0,25
;;;1,00;0,30;0,50;;0,50;;0,25
;Jul;30;1,00;0,30;0,50;;0,50;;0,25
;;29;1,00;0,30;0,50;;0,50;;0,25
;;28;1,00;0,30;0,50;;0,50;;0,25
;;27;1,00;0,30;0,50;;0,50;;0,25
;;26;1,00;0,30;0,50;;0,50;;0,25
;;23;1,00;0,30;0,50;;0,50;;0,25
;;22;1,00;0,30;0,50;;0,50;;0,25
;;21;1,00;0,30;0,50;;0,50;;0,25
;;20;1,00;0,30;0,50;;0,50;;0,25
;;19;1,00;;0,50;;0,50;;0,25
;;16;1,00;0,30;0,50;;0,50;;0,25
;;15;1,00;0,30;0,50;;0,50;;0,25
;;14;1,00;0,30;0,50;;0,50;;0,25
;;13;1,00;0,30;0,50;;0,50;;0,25
;;12;1,00;0,30;0,50;;0,50;;0,25
;;9;1,00;0,30;0,50;;0,50;;0,25
;;8;1,00;0,30;0,50;;0,50;;0,25
;;7;1,00;0,30;0,50;;0,50;;0,25
;;6;1,00;0,30;0,25;;0,50;;0,25
;;5;1,00;0,30;0,25;;0,50;;
;;2;1,00;0,30;0,25;;0,50;;0,25
;;1;1,00;0,30;0,25;;0,50;;0,25
;;;1,00;0,30;0,50;;0,50;;0,25
;Jun;30;1,00;0,30;0,25;;0,50;;0,25
;;29;1,00;0,30;0,25;;0,50;;0,25
;;28;1,00;0,30;0,25;;0,50;;0,25
;;25;1,00;0,30;0,25;;0,50;;0,25
;;24;1,00;0,30;0,25;;0,50;;0,25
;;23;1,00;0,30;0,25;;0,50;;0,25
;;22;1,00;0,30;0,25;;0,50;;0,25
;;21;1,00;0,30;0,25;;0,50;;0,25
;;18;1,00;0,30;0,25;;0,50;;0,25
;;17;1,00;0,30;0,25;;0,50;;0,25
;;16;1,00;0,30;0,25;;0,50;;0,25
;;15;1,00;0,30;0,25;;0,50;;0,25
;;14;1,00;0,30;0,25;;0,50;;0,25
;;11;1,00;0,30;0,25;;0,50;;0,25
;;10;1,00;0,30;0,25;;0,50;;0,25
;;9;1,00;0,30;0,25;;0,50;;0,25
;;8;1,00;0,30;0,25;;0,50;;0,25
;;7;1,00;0,30;0,25;;0,50;;0,25
;;4;1,00;0,30;0,25;;0,50;;0,25
;;3;1,00;0,30;0,25;;0,50;;0,25
;;2;1,00;0,30;0,25;;0,50;;0,25
;;1;1,00;0,30;0,25;;0,50;;0,25
;;;1,00;0,30;0,25;;0,50;;0,25
;May;31;1,00;0,30;0,25;;0,50;;
;;28;1,00;0,30;0,25;;0,50;;0,25
;;27;1,00;0,30;0,25;;0,50;;0,25
;;26;1,00;0,30;0,25;;0,50;;0,25
;;25;1,00;0,30;0,25;;0,50;;0,25
;;24;1,00;0,30;0,25;;0,50;;0,25
;;21;1,00;0,30;0,25;;0,50;;0,25
;;20;1,00;0,30;0,25;;0,50;;0,25
;;19;1,00;0,30;0,25;;0,50;;0,25
;;18;1,00;0,30;0,25;;0,50;;0,25
;;17;1,00;0,30;0,25;;0,50;;0,25
;;14;1,00;0,30;0,25;;0,50;;0,25
;;13;1,00;0,30;0,25;;0,50;;0,25
;;12;1,00;0,30;0,25;;0,50;;0,25
;;11;1,00;0,30;0,25;;0,50;;0,25
;;10;1,00;0,30;0,25;;0,50;;0,25
;;7;1,00;0,30;0,25;;0,50;;0,25
;;6;1,00;0,30;0,25;;0,50;;0,25
;;5;1,00;;0,25;;0,50;;0,25
;;4;1,00;;0,25;;0,50;;0,25
;;3;1,00;;0,25;;0,50;;0,25
;;;1,00;0,30;0,25;;0,50;;0,25
;Apr;30;1,00;0,30;0,25;;0,50;;0,25
;;29;1,00;;0,25;;0,50;;0,25
;;28;1,00;0,30;0,25;;0,50;;0,25
;;27;1,00;0,30;0,25;;0,50;;0,25
;;26;1,00;0,30;0,25;;0,50;;0,25
;;23;1,00;0,30;0,25;;0,50;;0,25
;;22;1,00;0,30;0,25;;0,50;;0,25
;;21;1,00;0,30;0,25;;0,50;;0,25
;;20;1,00;0,30;0,25;;0,50;;0,25
;;19;1,00;0,30;0,25;;0,50;;0,25
;;16;1,00;0,30;0,25;;0,50;;0,25
;;15;1,00;0,30;0,25;;0,50;;0,25
;;14;1,00;0,30;0,25;;0,50;;0,25
;;13;1,00;0,30;0,25;;0,50;;0,25
;;12;1,00;0,30;0,25;;0,50;;0,25
;;9;1,00;0,30;0,25;;0,50;;0,25
;;8;1,00;0,30;0,25;;0,50;;0,25
;;7;1,00;0,30;0,25;;0,50;;0,25
;;6;1,00;0,30;0,25;;0,50;;0,25
;;5;;0,30;;;;;0,25
;;2;;0,30;;;;;
;;1;1,00;0,30;0,25;;0,50;;0,25
;;;1,00;0,30;0,25;;0,50;;0,25
;Mar;31;1,00;0,30;0,25;;0,50;;0,25
;;30;1,00;0,30;0,25;;0,50;;0,25
;;29;1,00;0,30;0,25;;0,50;;0,25
;;26;1,00;0,30;0,25;;0,50;;0,25
;;25;1,00;0,30;0,25;;0,50;;0,25
;;24;1,00;0,30;0,25;;0,50;;0,25
;;23;1,00;0,30;0,25;;0,50;;0,25
;;22;1,00;0,30;0,25;;0,50;;0,25
;;19;1,00;0,30;0,25;;0,50;;0,25
;;18;1,00;0,30;0,25;;0,50;;0,25
;;17;1,00;0,30;0,25;;0,50;;0,25
;;16;1,00;0,30;0,25;;0,50;;0,25
;;15;1,00;0,30;0,25;;0,50;;0,25
;;12;1,00;0,30;0,25;;0,50;;0,25
;;11;1,00;0,30;0,25;;0,50;;0,25
;;10;1,00;0,30;0,25;;0,50;;0,25
;;9;1,00;0,30;0,25;;0,50;;0,25
;;8;1,00;0,30;0,25;;0,50;;0,25
;;5;1,00;0,30;0,25;;0,50;;0,25
;;4;1,00;0,30;0,25;;0,50;;0,25
;;3;1,00;0,30;0,25;;0,50;;0,25
;;2;1,00;0,30;0,25;;0,50;;0,25
;;1;1,00;0,30;0,25;;0,50;;0,25
;;;1,00;0,30;0,25;;0,50;;0,25
;Feb;26;1,00;0,30;0,25;;0,50;;0,25
;;25;1,00;0,30;0,25;;0,50;;0,25
;;24;1,00;0,30;0,25;;0,50;;0,25
;;23;1,00;0,30;0,25;;0,50;;0,25
;;22;1,00;0,30;0,25;;0,50;;0,25
;;19;1,00;0,30;0,25;;0,50;;0,25
;;18;1,00;0,30;0,25;;0,50;;0,25
;;17;1,00;0,30;0,25;;0,50;;0,25
;;16;1,00;0,30;0,25;;0,50;;0,25
;;15;1,00;0,30;0,25;;0,50;;
;;12;1,00;0,30;0,25;;0,50;;0,25
;;11;1,00;;0,25;;0,50;;0,25
;;10;1,00;0,30;0,25;;0,50;;0,25
;;9;1,00;0,30;0,25;;0,50;;0,25
;;8;1,00;0,30;0,25;;0,50;;0,25
;;5;1,00;0,30;0,25;;0,50;;0,25
;;4;1,00;0,30;0,25;;0,50;;0,25
;;3;1,00;0,30;0,25;;0,50;;0,25
;;2;1,00;0,30;0,25;;0,50;;0,25
;;1;1,00;0,30;0,25;;0,50;;0,25
;;;1,00;0,30;0,25;;0,50;;0,25
;Jan;29;1,00;0,30;0,25;;0,50;;0,25
;;28;1,00;0,30;0,25;;0,50;;0,25
;;27;1,00;0,30;0,25;;0,50;;0,25
;;26;1,00;0,30;0,25;;0,50;;0,25
;;25;1,00;0,30;0,25;;0,50;;0,25
;;22;1,00;0,30;0,25;;0,50;;0,25
;;21;1,00;0,30;0,25;;0,50;;0,25
;;20;1,00;0,30;0,25;;0,50;;0,25
;;19;1,00;0,30;0,25;;0,50;;0,25
;;18;1,00;0,30;0,25;;0,50;;
;;15;1,00;0,30;0,25;;0,50;;0,25
;;14;1,00;0,30;0,25;;0,50;;0,25
;;13;1,00;0,30;0,25;;0,50;;0,25
;;12;1,00;0,30;0,25;;0,50;;0,25
;;11;1,00;;0,25;;0,50;;0,25
;;8;1,00;0,30;0,25;;0,50;;0,25
;;7;1,00;0,30;0,25;;0,50;;0,25
;;6;1,00;0,30;0,25;;0,50;;0,25
;;5;1,00;0,30;0,25;;0,50;;0,25
;;4;1,00;0,30;0,25;;0,50;;0,25
;;;1,00;0,30;0,25;;0,50;;0,25
2009;Dec;31;1,00;;0,25;;0,50;;0,25
;;30;1,00;0,30;0,25;;0,50;;0,25
;;29;1,00;0,30;0,25;;0,50;;0,25
;;28;1,00;0,30;0,25;;0,50;;0,25
;;25;;0,30;;;;;
;;24;1,00;0,30;0,25;;0,50;;0,25
;;23;1,00;0,30;0,25;;0,50;;0,25
;;22;1,00;0,30;0,25;;0,50;;0,25
;;21;1,00;0,30;0,25;;0,50;;0,25
;;18;1,00;0,30;0,25;;0,50;;0,25
;;17;1,00;0,30;0,25;;0,50;;0,25
;;16;1,00;0,30;0,25;;0,50;;0,25
;;15;1,00;0,30;0,25;;0,50;;0,25
;;14;1,00;0,30;0,25;;0,50;;0,25
;;11;1,00;0,30;0,25;;0,50;;0,25
;;10;1,00;0,30;0,25;;0,50;;0,25
;;9;1,00;0,30;0,25;;0,50;;0,25
;;8;1,00;0,30;0,25;;0,50;;0,25
;;7;1,00;0,30;0,25;;0,50;;0,25
;;4;1,00;0,30;0,25;;0,50;;0,25
;;3;1,00;0,30;0,25;;0,50;;0,25
;;2;1,00;0,30;0,25;;0,50;;0,25
;;1;1,00;0,30;0,25;;0,50;;0,25
;;;1,00;0,30;0,25;;0,50;;0,25
;Nov;30;1,00;0,30;0,25;;0,50;;0,25
;;27;1,00;0,30;0,25;;0,50;;0,25
;;26;1,00;0,30;0,25;;0,50;;
;;25;1,00;0,30;0,25;;0,50;;0,25
;;24;1,00;0,30;0,25;;0,50;;0,25
;;23;1,00;0,30;0,25;;0,50;;0,25
;;20;1,00;0,30;0,25;;0,50;;0,25
;;19;1,00;0,30;0,25;;0,50;;0,25
;;18;1,00;0,30;0,25;;0,50;;0,25
;;17;1,00;0,30;0,25;;0,50;;0,25
;;16;1,00;0,30;0,25;;0,50;;0,25
;;13;1,00;0,30;0,25;;0,50;;0,25
;;12;1,00;0,30;0,25;;0,50;;0,25
;;11;1,00;0,30;0,25;;0,50;;0,25
;;10;1,00;0,30;0,25;;0,50;;0,25
;;9;1,00;0,30;0,25;;0,50;;0,25
;;6;1,00;0,30;0,25;;0,50;;0,25
;;5;1,00;0,30;0,25;;0,50;;0,25
;;4;1,00;0,30;0,25;;0,50;;0,25
;;3;1,00;;0,25;;0,50;;0,25
;;2;1,00;0,30;0,25;;0,50;;0,25
;;;1,00;0,30;0,25;;0,50;;0,25
;Oct;30;1,00;0,30;0,25;;0,50;;0,25
;;29;1,00;0,30;0,25;;0,50;;0,25
;;28;1,00;0,30;0,25;;0,50;;0,25
;;27;1,00;0,30;0,25;;0,50;;0,25
